recipe_id,ingredient,unit,quantity
64,Cumin seeds/powder - ¼ teaspoon,,
64,Coriander seeds - ½ tablespoon,,
64,Turmeric powder - ½ teaspoon,,
64,Black pepper - 1/4 ½ tablespoon,,
64,Lime - ½,,
64,Salt - As you need,,
65,Mustard seeds - ¼ teaspoon,,
65,Fennel seeds - 1/4 ¼ teaspoon,,
65,Turmeric powder - ¼ teaspoon,,
65,Cumin seeds - ¼ teaspoon,,
65,Fenugreek seeds - ¼ teaspoon,,
65,Salt - As you need,,
65,Coriander seeds - 1/4 tablespoon,,
65,Dried red chili - 1,,
65,Curry leaves - Few,,
65,Chopped onion - ½ large,,
65,Garlic cloves - 1 to 6,,
65,Ginger root - Small (About the size of one small garlic clove),,
65,Black pepper - ½ teaspoon,,
65,Sliced tomato - 1/2 large,,
65,Thick tamarind juice - 37 1/2ml,,
65,Water - 137 1/2ml to 650ml,,
65,Cooking oil - As you need,,
66,Beef - 166 2/3g,,
66,Crushed black pepper - 1/3 tablespoon,,
66,Onion - 33 1/3g,,
66,Green chili - 2 to 8,,
66,Garlic cloves - 2 to 8,,
66,Ginger - A small piece (About the size of a large garlic clove),,
66,Lime - ½,,
66,Curry leaves - Few,,
66,Turmeric powder - ½ teaspoon,,
66,Salt - As you need (KETO people use Himalayan pink salt),,
66,Cooking oil - As you need (KETO people use Extra virgin coconut oil),,
67,Eggplant - 1/2 large,,
67,Ash plantain - 1/2 large,,
67,Onion - 15g,,
67,Green chili - 1 or 3,,
67,Curry leaves - Few,,
67,Turmeric powder - ½ teaspoon,,
67,Salt - As you need,,
67,Thin coconut milk - 100ml,,
67,Thick coconut milk - 25ml,,
68,Elephant foot yam - 125g,,
68,Onion - 18 3/4g,,
68,Thick coconut milk - 75ml,,
68,Thin tamarind juice - 25ml,,
68,Curry powder - 1/4 tablespoon,,
68,Garlic cloves - 1 or 5,,
68,Curry leaves - Few,,
68,Fennel seeds - ¼ teaspoon,,
68,Mustard seeds - ¼ teaspoon,,
68,Turmeric powder - ½ teaspoon,,
68,Salt - As you need,,
68,Cooking oil - As you need,,
69,Banana flower - 100g,,
69,Grated coconut - 3/5 to 4 tablespoons,,
69,Onion - 10g,,
69,Dried red chili - 2/5 or 3,,
69,Curry leaves - Few,,
69,Fennel seeds - ¼ teaspoon,,
69,Mustard seeds - ¼ teaspoon,,
69,Salt - 1/5 tablespoon,,
69,Cooking oil - As you want,,
70,Drumsticks - 3/4 large,,
70,Onion - 15g,,
70,Garlic clove - 1 to 6,,
70,Curry leaves - Few,,
70,Curry powder - 1/4 ½ tablespoon,,
70,Mustard seeds - ½ teaspoon,,
70,Fennel seeds - ½ teaspoon,,
70,Cumin seeds - ¼ teaspoon,,
70,Cooking oil - As you need,,
70,Tamarind juice - 25ml,,
70,Thin coconut milk - 62 1/2ml,,
70,Thick coconut milk - 12 1/2ml,,
70,Salt - As you need,,
71,Ash plantains - 1/2 large,,
71,Dry roasted red chilies - 1 1/2 to 8,,
71,Vinegar - 1/2 tablespoons,,
71,Mustard seeds - 1/4 teaspoon,,
71,Sugar - ½ tablespoon,,
71,Salt - As you need,,
71,Turmeric powder - ½ teaspoon,,
71,Onion - 12 1/2g,,
71,Green chilies - 1/4 or 2,,
71,Very thick coconut milk - 1 tablespoons,,
71,Cooking oil - As you need,,
72,Sliced onion - 116 2/3g,,
72,Red chili flakes - 1/3 ¼ tablespoon,,
72,Thin tamarind juice - 33 1/3ml,,
72,Sugar - 1/3 ¼ tablespoon,,
72,Cooking oil - 1 1/3 tablespoons,,
72,Salt - As you need,,
73,Cabbage - 83 1/3g,,
73,Onions - 16 2/3g,,
73,Green chilies - 2/3 or 3,,
73,Curry leaves - Few,,
73,Cumin seeds - ¼ teaspoon,,
73,Fennel seeds - ¼ teaspoon,,
73,Mustard seeds - ¼ teaspoon,,
73,Turmeric powder - ½ teaspoon,,
73,Ground black pepper - ½ teaspoon,,
73,Salt - As you need,,
73,Grated coconut - 1 2/3 tablespoons,,
73,Cooking oil - 1 tablespoons,,
74,Fenugreek seeds - 1/2 ½ tablespoon,,
74,Onion - 75g,,
74,Green chili - 1/2 or 2,,
74,Curry leaves - Few,,
74,Garlic clove - 2 1/2 to 7,,
74,Tamarind juice - 25ml,,
74,Thick coconut milk - 100ml,,
74,Salt - As you need,,
74,Curry powder - 1/2 ½ tablespoon,,
74,Cooking oil - As you need,,
75,Fish - 2 to 8 pieces,,
75,Onion - 16 2/3g,,
75,Garlic cloves - 1 1/3 or 5,,
75,Curry leaves - Few,,
75,Mustard seeds - ¼ teaspoon,,
75,Fennel seeds - ¼ teaspoon,,
75,Cumin seeds - ¼ teaspoon,,
75,Fenugreek seeds - ½ teaspoon,,
75,Turmeric powder - ½ teaspoon,,
75,Thin tamarind juice - 50ml,,
75,Thin coconut milk - 83 1/3ml,,
75,Thick coconut milk - 33 1/3ml,,
75,Curry powder - 2/3 tablespoons,,
75,Cooking oil - As you need,,
75,Salt - As you need,,
76,-----For Shrimp-----,,
76,Shrimp/Prawn - 62 1/2g (after clean),,
76,Garlic paste - ½ tablespoon,,
76,Ginger paste - ½ teaspoon,,
76,Semi thick tamarind juice - 1/2 tablespoons,,
76,Turmeric powder - ¼ teaspoon,,
76,Chili powder - ½ teaspoon,,
76,Water - 25ml,,
76,Salt - As you want,,
76,-----For Coating Batter-----,,
76,All-purpose flour - 18 3/4g,,
76,Cornstarch - 1/2 tablespoons,,
76,Garlic paste - 1/4 teaspoon,,
76,Ginger paste - ½ teaspoon,,
76,Turmeric powder - ¼ teaspoon,,
76,Baking powder - ¼ teaspoon,,
76,Sugar - ¼ teaspoon,,
76,Water - 37 1/2ml,,
76,Salt - As you need,,
77,Dried red chili - 400g,,
77,Coriander seeds - 400g,,
77,Black pepper - 80g,,
77,Fennel seeds - 80g,,
77,Cumin seeds - 60g,,
77,Curry leaves - 20 to 25 sprigs,,
77,Cooking oil - 1 tablespoon,,
78,Beef - 187 1/2g,,
78,Potato - 37 1/2g,,
78,Onion - 18 3/4g,,
78,Black pepper - 3/8 tablespoons,,
78,Fennel seeds - 1/8 ½ tablespoon,,
78,Cumin seeds - ¾ teaspoon,,
78,Turmeric powder - ¾ teaspoon,,
78,Garlic - 1 1/4 to 12,,
78,Ginger - Medium size (about the size of 1/4 garlic cloves),,
78,Green chili - 1 1/4 to 12,,
78,Cardamom - 1 1/4 to 12,,
78,Cinnamon - 1/8 ½ tablespoon,,
78,Thick coconut milk - 50ml,,
78,Cooking oil - as you want,,
78,Salt - As you want,,
79,Potato - 125g,,
79,Onion - 25g,,
79,Dried red chili flakes - 1/2 tablespoon,,
79,Green chilies - 1 or 3,,
79,Curry leaves - Few,,
79,Mustard seeds - ¼ teaspoon,,
79,Fennel seeds - ¼ teaspoon,,
79,Cooking oil - As you wish,,
79,Salt - As you wish,,
79,Lime - ½,,
80,Nutella - 25g,,
80,Egg - 3/16,,
80,Plain Flour - 3 1/8g,,
80,Cocoa Powder - 1/16 Tablespoon,,
81,Chicken - 166 2/3g,,
81,Thin coconut milk - 83 1/3ml,,
81,Onion - 25g,,
81,Garlic cloves - 1 2/3 to 7,,
81,Ginger - Small piece (About the size of one big garlic clove),,
81,Dried red chilies - 3 1/3 to 15,,
81,Curry leaves - Few,,
81,Turmeric powder - ¼ teaspoon,,
81,Fennel seeds - ¾ teaspoon,,
81,Black pepper - ½ teaspoon,,
81,Cumin seeds - ¼ teaspoon,,
81,Cardamom - 1 to 5,,
81,Crushed cinnamon - ¾ teaspoon,,
81,Coriander seeds - ½ teaspoon,,
81,Mustard seeds - ¼ teaspoon,,
81,Salt - As you need,,
81,Cooking oil - As you need,,
82,Drumsticks - 2/3 large,,
82,Onion - 16 2/3g,,
82,Curry leaves - Few,,
82,Green chili - 1/3 or 2,,
82,Salt - As you need,,
82,Turmeric powder - ½ teaspoon,,
82,Thin coconut milk - 66 2/3ml,,
82,Thick coconut milk - 33 1/3ml,,
83,Spinach - 1/4 bunches (about 1kg after clean),,
83,Onion - 12 1/2g,,
83,Garlic clove - 3/8 or 4,,
83,Green chili - 3/8 or 4,,
83,Turmeric powder - ½ teaspoon,,
83,Thick coconut milk - 18 3/4ml,,
83,Lime - 1/8,,
83,Salt - As you want (KETO people use the Himalayan Pink Salt),,
84,Chicken - 1/5kg,,
84,Tomato - 50g,,
84,Onion - 30g,,
84,Garlic paste - 1/5 tablespoon,,
84,Ginger paste - ½ tablespoon,,
84,Curry powder - 3/5 tablespoons,,
84,Cardamom - 4/5,,
84,Crushed cinnamon - ½ tablespoon,,
84,Turmeric powder - 1/5 teaspoon,,
84,Mustard seeds - ½ teaspoon,,
84,Curry leaves - Few,,
84,Salt - As you want (KETO people use the Himalayan Pink Salt),,
84,Cooking oil - As you need (KETO people use the Organic Coconut Oil),,
84,Water - 100ml,,
85,Chicken - 187 1/2g,,
85,Onion - 62 1/2g,,
85,Tomato - 37 1/2g,,
85,Banana pepper - 25g,,
85,Green chili - 1 or 5,,
85,Curry leaves - 1/2 sprigs,,
85,Lime - ½,,
85,Garlic paste - 1/4 tablespoon,,
85,Minced garlic - 1/4 tablespoon,,
85,Ginger paste - ½ tablespoon,,
85,Minced ginger - ¾ tablespoon,,
85,Red chili flakes - 1/4 tablespoon,,
85,Crushed black pepper - ½ tablespoon,,
85,Turmeric powder - ½ teaspoon,,
85,Tomato sauce - As you want,,
85,Salt - As you want,,
85,Cooking oil - As you want,,
86,Mutton boti – 1/5kg,,
86,Onion - 20g,,
86,Chopped ginger - 1/5 tablespoon,,
86,Curry powder - 3/5 tablespoons,,
86,Turmeric powder - 1/5 teaspoon,,
86,Mustard seeds - ¼ teaspoon,,
86,Cardamom - 4/5 or 5,,
86,Crushed cinnamon - ½ tablespoon,,
86,Curry leaves - Few,,
86,Thick coconut milk - 60ml,,
86,Lime - ½,,
86,Salt - As you want,,
86,Cooking oil - As you want,,
87,Shrimp - 125g,,
87,Onion - 25g,,
87,Garlic cloves - 2 or 5,,
87,Curry powder - 1/2 ½ tablespoon,,
87,Fenugreek seeds - ¾ teaspoon,,
87,Turmeric powder - ¼ teaspoon,,
87,Thick coconut milk - 50ml,,
87,Thin coconut milk - 100ml,,
87,Thin tamarind juice - 50ml,,
87,Curry leaves - Few,,
87,Salt - As you want (KETO people use Himalayan Pink Salt),,
87,Cooking oil - As you wish (KETO people use Organic Coconut Oil),,
88,Mutton Blood - 130g,,
88,Shallots/Small onion - 40g,,
88,Green chili - 2/5 or 3,,
88,Dried red chili - 4/5 or 5,,
88,Curry leaves - 2/5 or 3 sprigs,,
88,Turmeric powder - 1/5 teaspoon,,
88,Fennel seeds - 1/5 tablespoon,,
88,Mustard seeds - 1/5 teaspoon,,
88,Salt - As you want,,
88,Cooking oil - As you want,,
89,Noodle - 100g,,
89,Prawn/Shrimp - 75g (After clean),,
89,Carrot - 37 1/2g,,
89,Leeks - 18 3/4g,,
89,Cabbage - 18 3/4g,,
89,Green bean - 18 3/4g,,
89,Onion - 37 1/2g,,
89,Curry leaves - 3/4 sprigs,,
89,Garlic paste - 1/2 teaspoons,,
89,Ginger paste - 1/4 teaspoon,,
89,Turmeric powder - ½ + ½ teaspoon,,
89,Salt - As you need,,
89,Cooking oil - As you need,,
90,-----For Chicken Curry-----,,
90,Chicken - 250g,,
90,Onion - 25g,,
90,Tomato - 50g,,
90,Garlic paste - 1/5 ½ tablespoon,,
90,Ginger paste - ¾ tablespoon,,
90,Mustard seeds - ½ teaspoon,,
90,Turmeric powder - ¾ teaspoon,,
90,Curry leaves - Few,,
90,Water - 30ml,,
90,Salt - As you want (KETO people use the Himalayan Pink Salt),,
90,Cooking oil - As you want (KETO people use the Organic Coconut Oil),,
90,-----For Curry Powder-----,,
90,Dried red chili - 2 to 12,,
90,Coriander seeds - 1/5 tablespoon,,
90,Black pepper - 1/5 tablespoon,,
90,Fennel seeds - ¾ tablespoon,,
90,Cumin seeds - ¼ tablespoon,,
90,Cardamom - 1,,
90,Crushed cinnamon - 1/5 tablespoon,,
90,Curry leaves - 1/5 sprig,,
91,Beef oxtail - 1/6kg,,
91,Tomato - 41 2/3g,,
91,Onion - 25g,,
91,Garlic paste - 1/6 tablespoon,,
91,Ginger paste - ½ tablespoon,,
91,Curry powder - 1/2 tablespoons,,
91,Curry leaves - Few,,
91,Mustard seeds - ½ teaspoon,,
91,Turmeric powder - ½ teaspoon,,
91,Water - As you want,,
91,Salt - As you want (KETO people use the Himalayan Pink Salt),,
91,Cooking oil - As you want (KETO people use the Organic Coconut Oil),,
92,Boneless chicken - 14 2/7g,,
92,Potato - 10g,,
92,Onion - 7 1/7g,,
92,Green chili - 1/9 to 6,,
92,Garlic clove - 1/9 to 6,,
92,Curry leaves - Few,,
92,Spring roll paper - 1 1/7 sheets,,
92,Cardamom - 1/12 or 4,,
92,Crushed cinnamon - ¾ teaspoon,,
92,Chili powder - 0.03 tablespoon,,
92,Mustard seeds - ¼ teaspoon,,
92,Turmeric powder - ½ teaspoon,,
92,Salt - As you wish,,
92,Water - 2 6/7ml,,
92,Cooking oil - As you need,,
93,Whole fish - 1 medium size,,
93,Fenugreek seeds - ½ teaspoon,,
93,Turmeric powder - ½ teaspoon,,
93,Sugar - ¼ teaspoon,,
93,Salt - As you need,,
93,Thin tamarind juice - 100ml,,
93,Red chili flakes - 1/2 tablespoon,,
93,Onion - 25g to 75g,,
93,Garlic cloves - 2 1/2 or 6,,
93,Green chili - 2 or 5,,
93,Cooking oil - 1 1/2 tablespoons,,
93,Water - As you need,,
94,Parotta/Roti - 2 1/7 (Each Roti is about 15cm diameter),,
94,Beef Curry - Curry from 71 3/7g of beef,,
94,Eggs - 1,,
94,Leeks - 10 5/7g,,
94,Carrot - 14 2/7g,,
94,Curry leaves - Few,,
94,Onion - 35 5/7g,,
94,Green chili - 3 4/7g,,
94,Salt - As you need,,
94,Cooking oil - As you need,,
95,Beef - 17g,,
95,Potato - 6g,,
95,Onion - 6g,,
95,Garlic cloves - 1/10 to 7,,
95,Ginger - Small size (about the size of one large garlic clove),,
95,Green chili - 1/13 to 6,,
95,Curry leaves - Few,,
95,Turmeric powder - ½ teaspoon,,
95,Salt - As you want,,
95,Red chili powder - 0.02 tablespoon,,
95,Coriander powder - 0.04 teaspoons,,
95,Lemon - ½,,
95,Egg - 1/10,,
95,Breadcrumbs - 5g,,
95,Spring roll wrapper - 1 (6” or 150mm square sheet),,
95,Cooking oil - As you need,,
96,Fish - 2 pieces (500g),,
96,Turmeric powder - ½ teaspoon,,
96,Chili powder - ½ teaspoon,,
96,Salt - As you need,,
96,Cooking oil - As needed,,
97,Chicken - 208 1/3g,,
97,Hot & spicy chicken fry mix powder - 2/3 tablespoons,,
97,Chili powder - 1/6 tablespoon,,
97,Water - 16 2/3ml,,
97,Salt - As you want,,
97,Lime - As you want (Optional),,
97,Onion - As you want (Optional),,
98,-----For Chicken Curry-----,,
98,Chicken - 1/7kg,,
98,Tomato - 42 6/7g,,
98,Onion - 14 2/7g,,
98,Garlic paste - 1/7 tablespoon,,
98,Ginger paste - ½ tablespoon,,
98,Curry powder - 3/7 tablespoons,,
98,Cardamom - 4/7,,
98,Crushed cinnamon - ½ tablespoon,,
98,Turmeric powder - 1/7 teaspoon,,
98,Mustard seeds - ½ teaspoon,,
98,Curry leaves - Few,,
98,Salt - As you want,,
98,Cooking oil - As you need,,
98,Water - 71 3/7ml,,
98,-----For Kottu Roti-----,,
98,Parotta/Paratha Roti - 2 6/7,,
98,Eggs - 1 3/7,,
98,Carrot - 35 5/7g,,
98,Leek - 21 3/7g,,
98,Banana pepper - 14 2/7g,,
98,Onion - 35 5/7g,,
98,Green chili - 1 3/7 to 12,,
98,Curry leaves - 2/7 or 3 sprigs,,
98,Salt - As you want,,
98,Cooking oil - As you want,,
99,Fish - 125g,,
99,Tomato - 50g,,
99,Onion - 18 3/4g,,
99,Green chili - 3/4 or 4,,
99,Lime - ½,,
99,Curry leaves - Few,,
99,Turmeric powder - ½ teaspoon,,
99,Fenugreek seeds - ¼ teaspoon,,
99,Thick coconut milk - 75ml,,
99,Thin coconut milk - 150ml,,
99,Salt - As you want (KETO people use the Himalayan Pink Salt),,
100,Boneless chicken - 35g,,
100,Carrot - 25g,,
100,Green bean - 12 1/2g,,
100,Egg - 2/5 or 5,,
100,Cornstarch - 15g,,
100,Crushed black pepper - 1/10 ½ tablespoon,,
100,Turmeric powder - ½ + ½ teaspoon,,
100,Salt - As you want,,
100,Water - 2/5 liters,,
101,Noodles - 100g,,
101,Boneless chicken - 100g,,
101,Carrot - 25g,,
101,Cabbage - 18 3/4g,,
101,Leeks - 18 3/4g,,
101,Banana pepper - 12 1/2g,,
101,Onion - 25g,,
101,Curry leaves - 1/2 sprigs,,
101,Garlic paste - 1/4 teaspoon,,
101,Ginger paste - ¼ teaspoon,,
101,Turmeric powder - ½ + ¼ teaspoons,,
101,Cardamom - 3/4 to 5,,
101,Crushed cinnamon - ¾ teaspoon,,
101,Salt - As you want,,
101,Cooking oil - As you need,,
102,Tinned fish - 28 1/2g (Only Fish Chunks),,
102,Bread - 2 slices,,
102,Butter - As you wish,,
102,Potato - 50g,,
102,Onion - 20g,,
102,Garlic cloves - 1/2 or 6,,
102,Dried red chili - 2 to 25 (about 25g),,
102,Curry leaves - Few,,
102,Mustard seeds - ½ teaspoon,,
102,Turmeric powder - ½ teaspoon,,
102,Salt - As you need,,
102,Cooking oil - As you need,,
102,Lime - ½ Large,,
102,Water - 10ml,,
103,"Squid arm, tentacles, and head - 25g",,
103,Squid ink - 3/4 or 4 portions,,
103,Water - 175ml,,
103,Onion - 12 1/2g,,
103,Green chili - 1/2 or 3,,
103,Garlic cloves - 1/2 or 3,,
103,Fenugreek seeds - ¼ teaspoon,,
103,Turmeric powder - ½ teaspoon,,
103,Lime - ½,,
103,Curry leaves - Few,,
103,Salt - As you need,,
104,Grated coconut - 50g,,
104,Dried red chili - 4 to 12,,
104,Crushed Maldives fish - 1 tablespoons,,
104,Onion - 2 1/2 to 7 small,,
104,Sugar - ¼ teaspoon,,
104,Lime - ½,,
104,Salt - As you need,,
105,Tin fish pieces - 75g,,
105,Onion - 25g,,
105,Garlic clove - 1 1/4 to 7,,
105,Curry leaves - Few,,
105,Thin coconut milk - 100ml,,
105,Thin tamarind juice - 37 1/2ml,,
105,Curry powder - 1/4 ¼ tablespoon,,
105,Turmeric powder - ¼ teaspoon,,
105,Mustard seeds - ¼ teaspoon,,
105,Fenugreek seeds - 1/2 or 3 pinch,,
105,Salt - As you need,,
105,Cooking oil - As you need,,
106,Boneless chicken - 16 2/3g,,
106,Potato - 11 2/3g,,
106,Onion - 8 1/3g,,
106,Spring roll paper - 2/3 sheets,,
106,Green chili - 2/15 to 6,,
106,Garlic clove - 2/15 to 6,,
106,Mustard seeds - ¼ teaspoon,,
106,Turmeric powder - ½ teaspoon,,
106,Chili powder - 0.03 tablespoon,,
106,Crushed cinnamon - ¾ teaspoon,,
106,Cardamom - 1/10 or 4,,
106,Curry leaves - Few,,
106,Water - 3 1/3ml,,
106,Salt - As you wish,,
106,Cooking oil - As you need,,
107,Eggs - 1 1/2,,
107,Onion - 25g,,
107,Garlic cloves - 1 1/2 or 4,,
107,Curry leaves - Few,,
107,Thin coconut milk - 175ml,,
107,Thin tamarind juice - 50ml,,
107,Curry powder - 1/2 ¼ tablespoons,,
107,Fenugreek seeds - ½ teaspoon,,
107,Turmeric powder - ¼ teaspoon,,
107,Salt - As you want,,
107,Cooking oil - As you want,,
108,Basmati rice - 100g,,
108,Boneless chicken - 100g,,
108,Carrot - 25g,,
108,Green bean - 18 3/4g,,
108,Leeks - 18 3/4g,,
108,Onion - 25g,,
108,Curry leaves - 1/4 or 2 sprigs,,
108,Garlic paste - 1/4 teaspoon,,
108,Ginger paste - ¼ teaspoon,,
108,Turmeric powder - ¾ teaspoon,,
108,Cinnamon - 1 to 6,,
108,Crushed cardamom - ½ teaspoon,,
108,Salt - As you need,,
108,Cooking oil - As you need,,
109,Pork - 166 2/3g,,
109,Onion - 33 1/3g,,
109,Curry leaves - Few,,
109,Thin milk - 83 1/3ml,,
109,Water - 133 1/3ml,,
109,Curry powder - 2/3 tablespoons,,
109,Turmeric powder - ½ teaspoon,,
109,Mustard seeds - ¼ teaspoon,,
109,Fennel seeds - ½ teaspoon,,
109,Lime - ½,,
109,Salt - As you need,,
109,Cooking oil - As you need,,
110,Whole fish - 2 (350g),,
110,Turmeric powder - ½ teaspoon,,
110,Curry powder/Chilli powder - ½ tablespoon,,
110,Thin tamarind juice - 33 1/3ml,,
110,Water - As you need (I used 50ml),,
110,All-purpose flour - As you need (I used 33 1/3g),,
110,Breadcrumbs - As you need (I used 33 1/3g),,
110,Salt - As you need,,
110,Cooking oil - As you need,,
111,Crab - 175g (Before clean),,
111,Onion - 25g,,
111,Garlic clove - 3/4 or 4,,
111,Ginger - Small (About the size of a garlic clove),,
111,Curry leaves - Few,,
111,Curry powder - 3/4 tablespoons,,
111,Fenugreek Seeds - ¾ teaspoon,,
111,Turmeric powder - ½ teaspoon,,
111,Salt - As you wish,,
111,Thin coconut milk - 100ml,,
111,Thin tamarind juice - 50ml,,
111,Cooking oil - As you want,,
112,Fish - 3/16kg,,
112,Cuttlefish/Squid - 31 1/4g,,
112,Prawn/Shrimp - 31 1/4g,,
112,Crab - 62 1/2g,,
112,Long beans - 12 1/2g,,
112,Tapioca - 43 3/4g,,
112,Jackfruit seeds - 25g,,
112,Palmyra tuber flour/Odiyal flour - 9 3/8g,,
112,Brown rice - 12 1/2g,,
112,Red chili flakes - 9 3/8g,,
112,Turmeric powder - 1/8 teaspoon,,
112,Salt - As you need,,
112,Thin tamarind juice - 75ml,,
112,Water - 250ml,,
113,Fish (Sprat) - 33 1/3g,,
113,Tomato - 25g,,
113,Onion - 16 2/3g,,
113,Green Chili - 1 to 5,,
113,Thin Coconut Milk - 116 2/3ml,,
113,Water - 50ml,,
113,Curry Leaves - Few,,
113,Turmeric Powder - ¼ Teaspoon,,
113,Salt - As you need,,
113,Lime - ½,,
114,Fish - 133 1/3g,,
114,Onion - 16 2/3g,,
114,Green chili - 2/3 or 3,,
114,Garlic cloves - 1 or 4,,
114,Curry leaves - Few,,
114,Curry powder - 2/3 tablespoons,,
114,Turmeric powder - ¼ teaspoon,,
114,Fenugreek seeds - ¼ teaspoon,,
114,Coconut milk - 66 2/3ml,,
114,Tamarind juice - 50ml,,
114,Salt - As you need,,
115,Fish egg (Grey Mullet Fish) - 100g,,
115,Onion - As you wish,,
115,Green chili - As you wish,,
115,Lime - As you wish,,
115,Curry powder - ½ tablespoon,,
115,Turmeric powder - ½ teaspoon,,
115,Water - 100ml,,
115,Salt - As you need,,
115,Cooking oil - As you need,,
116,Whole chicken - 1/5 ¼ kg,,
116,Chili powder - 1/5 ½ tablespoons,,
116,Garlic paste - 1/5 tablespoon,,
116,Ginger paste - ¾ tablespoon,,
116,Maggi chicken soup cube - ¾ tablespoon,,
116,Butter - 3g,,
116,Lime - ½,,
116,Turmeric powder - ½ teaspoon,,
116,Salt - As you need,,
116,Cooking oil - As you need,,
117,Baby squid/calamari - 125g,,
117,Onion - 25g,,
117,Thin coconut milk - 100ml,,
117,Thin tamarind juice - 50ml,,
117,Curry powder - 1 tablespoons,,
117,Garlic paste - 1/2 teaspoon,,
117,Ginger paste - ½ teaspoon,,
117,Curry leaves - Few,,
117,Turmeric powder - ¼ teaspoon,,
117,Fenugreek seeds - ¼ teaspoon,,
117,Salt - As you need,,
117,Cooking oil - As you need,,
118,Potato - 83 1/3g,,
118,Crushed Maldives dry fish - 1 to 4 tablespoons,,
118,Onion - 33 1/3g,,
118,Tomato - 33 1/3g,,
118,Curry powder - 1/3 tablespoon,,
118,Thin coconut milk - 100ml,,
118,Mustard seeds - ¼ teaspoon,,
118,Fennel seeds - ¼ teaspoon,,
118,Turmeric Powder - ¼ teaspoon,,
118,Green chili - 2/3 or 3,,
118,Lime - ½,,
118,Curry leaves - Few,,
118,Salt - As you want,,
118,Cooking oil - As you want,,
119,Beef - 125g,,
119,Garlic cloves - 2 to 10,,
119,Ginger - Small piece (about the size of two garlic cloves),,
