recipe_title,calories,included_tokens
Sri Lankan Fish Ambul Thiyal,10030.0,1 pcs /4cupgarcinia cambogia paste | 5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh grated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup garcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,3180.0,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,4765.5,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,4765.5,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,4765.5,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,4765.5,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
How to Make Onion Achcharu in Jaffna? (Best & Simple),2725.5,500 g Shallots/Small Onion | 200 g Carrot | 200 g Butter Bonchi | 200 g Dates | 50 g Sugar | 300 ml Vinegar
Easy Vanilla Butter Cake Recipe without Milk Homemade,7747.5,500 g Butter | 500 g All purpose flour | 500 g G ranulated sugar | 10 pcs Egg | 25 ml Vanilla extract | 2 tsp Baking powder
Make Best Nescafe Cake Recipe | Easy | Homemade,4941.7,250 g Butter | 250 g Plain flour | 250 g Sugar | 5 pcs Egg | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 2 tbsp Butter | 200 g Icing sugar
The Best Moist Chocolate Cake Recipe [Ever] for Beginners (No Coffee),4886.1,250 g Butter | 200 g Plain flour | 250 g Sugar | 5 pcs Egg | 50 g Cocoa powder | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 50 g Roasted cashew nuts | 2 tbsp Butter | 150 g Icing sugar | 1 tbsp Cocoa powder
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,4765.5,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
How to Make Onion Achcharu in Jaffna? (Best & Simple),2725.5,500 g Shallots/Small Onion | 200 g Carrot | 200 g Butter Bonchi | 200 g Dates | 50 g Sugar | 300 ml Vinegar
Easy Vanilla Butter Cake Recipe without Milk Homemade,7747.5,500 g Butter | 500 g All purpose flour | 500 g G ranulated sugar | 10 pcs Egg | 25 ml Vanilla extract | 2 tsp Baking powder
Make Best Nescafe Cake Recipe | Easy | Homemade,4941.7,250 g Butter | 250 g Plain flour | 250 g Sugar | 5 pcs Egg | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 2 tbsp Butter | 200 g Icing sugar
The Best Moist Chocolate Cake Recipe [Ever] for Beginners (No Coffee),4886.1,250 g Butter | 200 g Plain flour | 250 g Sugar | 5 pcs Egg | 50 g Cocoa powder | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 50 g Roasted cashew nuts | 2 tbsp Butter | 150 g Icing sugar | 1 tbsp Cocoa powder
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,4765.5,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
How to Make Onion Achcharu in Jaffna? (Best & Simple),2725.5,500 g Shallots/Small Onion | 200 g Carrot | 200 g Butter Bonchi | 200 g Dates | 50 g Sugar | 300 ml Vinegar
Easy Vanilla Butter Cake Recipe without Milk Homemade,7747.5,500 g Butter | 500 g All purpose flour | 500 g G ranulated sugar | 10 pcs Egg | 25 ml Vanilla extract | 2 tsp Baking powder
Make Best Nescafe Cake Recipe | Easy | Homemade,4941.7,250 g Butter | 250 g Plain flour | 250 g Sugar | 5 pcs Egg | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 2 tbsp Butter | 200 g Icing sugar
The Best Moist Chocolate Cake Recipe [Ever] for Beginners (No Coffee),4886.1,250 g Butter | 200 g Plain flour | 250 g Sugar | 5 pcs Egg | 50 g Cocoa powder | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 50 g Roasted cashew nuts | 2 tbsp Butter | 150 g Icing sugar | 1 tbsp Cocoa powder
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,4765.5,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
How to Make Onion Achcharu in Jaffna? (Best & Simple),2725.5,500 g Shallots/Small Onion | 200 g Carrot | 200 g Butter Bonchi | 200 g Dates | 50 g Sugar | 300 ml Vinegar
Easy Vanilla Butter Cake Recipe without Milk Homemade,7747.5,500 g Butter | 500 g All purpose flour | 500 g G ranulated sugar | 10 pcs Egg | 25 ml Vanilla extract | 2 tsp Baking powder
Make Best Nescafe Cake Recipe | Easy | Homemade,4941.7,250 g Butter | 250 g Plain flour | 250 g Sugar | 5 pcs Egg | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 2 tbsp Butter | 200 g Icing sugar
The Best Moist Chocolate Cake Recipe [Ever] for Beginners (No Coffee),4886.1,250 g Butter | 200 g Plain flour | 250 g Sugar | 5 pcs Egg | 50 g Cocoa powder | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 50 g Roasted cashew nuts | 2 tbsp Butter | 150 g Icing sugar | 1 tbsp Cocoa powder
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,4765.5,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
How to Make Onion Achcharu in Jaffna? (Best & Simple),2725.5,500 g Shallots/Small Onion | 200 g Carrot | 200 g Butter Bonchi | 200 g Dates | 50 g Sugar | 300 ml Vinegar
Easy Vanilla Butter Cake Recipe without Milk Homemade,7747.5,500 g Butter | 500 g All purpose flour | 500 g G ranulated sugar | 10 pcs Egg | 25 ml Vanilla extract | 2 tsp Baking powder
Make Best Nescafe Cake Recipe | Easy | Homemade,4941.7,250 g Butter | 250 g Plain flour | 250 g Sugar | 5 pcs Egg | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 2 tbsp Butter | 200 g Icing sugar
The Best Moist Chocolate Cake Recipe [Ever] for Beginners (No Coffee),4886.1,250 g Butter | 200 g Plain flour | 250 g Sugar | 5 pcs Egg | 50 g Cocoa powder | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 50 g Roasted cashew nuts | 2 tbsp Butter | 150 g Icing sugar | 1 tbsp Cocoa powder
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,4765.5,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
How to Make Onion Achcharu in Jaffna? (Best & Simple),2725.5,500 g Shallots/Small Onion | 200 g Carrot | 200 g Butter Bonchi | 200 g Dates | 50 g Sugar | 300 ml Vinegar
Easy Vanilla Butter Cake Recipe without Milk Homemade,7747.5,500 g Butter | 500 g All purpose flour | 500 g G ranulated sugar | 10 pcs Egg | 25 ml Vanilla extract | 2 tsp Baking powder
Make Best Nescafe Cake Recipe | Easy | Homemade,4941.7,250 g Butter | 250 g Plain flour | 250 g Sugar | 5 pcs Egg | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 2 tbsp Butter | 200 g Icing sugar
The Best Moist Chocolate Cake Recipe [Ever] for Beginners (No Coffee),4886.1,250 g Butter | 200 g Plain flour | 250 g Sugar | 5 pcs Egg | 50 g Cocoa powder | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 50 g Roasted cashew nuts | 2 tbsp Butter | 150 g Icing sugar | 1 tbsp Cocoa powder
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,4765.5,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
How to Make Onion Achcharu in Jaffna? (Best & Simple),2725.5,500 g Shallots/Small Onion | 200 g Carrot | 200 g Butter Bonchi | 200 g Dates | 50 g Sugar | 300 ml Vinegar
Easy Vanilla Butter Cake Recipe without Milk Homemade,7747.5,500 g Butter | 500 g All purpose flour | 500 g G ranulated sugar | 10 pcs Egg | 25 ml Vanilla extract | 2 tsp Baking powder
Make Best Nescafe Cake Recipe | Easy | Homemade,4941.7,250 g Butter | 250 g Plain flour | 250 g Sugar | 5 pcs Egg | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 2 tbsp Butter | 200 g Icing sugar
The Best Moist Chocolate Cake Recipe [Ever] for Beginners (No Coffee),4886.1,250 g Butter | 200 g Plain flour | 250 g Sugar | 5 pcs Egg | 50 g Cocoa powder | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 50 g Roasted cashew nuts | 2 tbsp Butter | 150 g Icing sugar | 1 tbsp Cocoa powder
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,4765.5,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
How to Make Onion Achcharu in Jaffna? (Best & Simple),2725.5,500 g Shallots/Small Onion | 200 g Carrot | 200 g Butter Bonchi | 200 g Dates | 50 g Sugar | 300 ml Vinegar
Easy Vanilla Butter Cake Recipe without Milk Homemade,7747.5,500 g Butter | 500 g All purpose flour | 500 g G ranulated sugar | 10 pcs Egg | 25 ml Vanilla extract | 2 tsp Baking powder
Make Best Nescafe Cake Recipe | Easy | Homemade,4941.7,250 g Butter | 250 g Plain flour | 250 g Sugar | 5 pcs Egg | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 2 tbsp Butter | 200 g Icing sugar
The Best Moist Chocolate Cake Recipe [Ever] for Beginners (No Coffee),4886.1,250 g Butter | 200 g Plain flour | 250 g Sugar | 5 pcs Egg | 50 g Cocoa powder | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 50 g Roasted cashew nuts | 2 tbsp Butter | 150 g Icing sugar | 1 tbsp Cocoa powder
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,4765.5,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
How to Make Onion Achcharu in Jaffna? (Best & Simple),2725.5,500 g Shallots/Small Onion | 200 g Carrot | 200 g Butter Bonchi | 200 g Dates | 50 g Sugar | 300 ml Vinegar
Easy Vanilla Butter Cake Recipe without Milk Homemade,7747.5,500 g Butter | 500 g All purpose flour | 500 g G ranulated sugar | 10 pcs Egg | 25 ml Vanilla extract | 2 tsp Baking powder
Make Best Nescafe Cake Recipe | Easy | Homemade,4941.7,250 g Butter | 250 g Plain flour | 250 g Sugar | 5 pcs Egg | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 2 tbsp Butter | 200 g Icing sugar
The Best Moist Chocolate Cake Recipe [Ever] for Beginners (No Coffee),4886.1,250 g Butter | 200 g Plain flour | 250 g Sugar | 5 pcs Egg | 50 g Cocoa powder | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 50 g Roasted cashew nuts | 2 tbsp Butter | 150 g Icing sugar | 1 tbsp Cocoa powder
The Best Sri Lankan Coconut Roti,3340.9,3.5 cup fresh g rated coconut | 3.5 cup all purpose flour | 0.5 tbsp butter | 0.67 tbsp thinly sliced shallot/onion
Sri Lankan Fish Ambul Thiyal,4765.5,0.25 cup g arcinia cambogia paste | 1.5 l bTuna fish
How to Make Onion Achcharu in Jaffna? (Best & Simple),2725.5,500 g Shallots/Small Onion | 200 g Carrot | 200 g Butter Bonchi | 200 g Dates | 50 g Sugar | 300 ml Vinegar
Easy Vanilla Butter Cake Recipe without Milk Homemade,7747.5,500 g Butter | 500 g All purpose flour | 500 g G ranulated sugar | 10 pcs Egg | 25 ml Vanilla extract | 2 tsp Baking powder
Make Best Nescafe Cake Recipe | Easy | Homemade,4941.7,250 g Butter | 250 g Plain flour | 250 g Sugar | 5 pcs Egg | 2.5 tsp Baking powder | 3 tsp Vanilla extract | 2 tbsp Butter | 200 g Icing sugar
